State, Community Name,Population,AgePct16t24,NumbUrban,NumUnderPov,PctNotHSGrad,PctUnemployed,PctWorkMom,perCapInc,ViolentCrimesPerPop
46,Sioux Falls City,0.14,0.34,0.16,0.07,0.27,0.13,0.91,0.29,0.18
6,Dinuba City,0,0.37,0,0.03,0.91,1,0.25,0.11,0.24
9,Hartford  Town,0.21,0.5,0.22,0.33,0.72,0.73,0.19,0.2,0.94
1,Saraland City,0,0.3,0.02,0.01,0.46,0.24,0.38,0.23,0.65
49,Bountiful City,0.04,0.34,0.06,0.02,0.12,0.18,0.29,0.32,0.06
25,Sharon Town,0.01,0.18,0.02,0,0.08,0.25,0.54,0.65,0.05
12,Ocoee City,0,0.29,0.02,0.01,0.5,0.3,0.59,0.22,0.26
48,Donna City,0,0.42,0.02,0.04,1,1,0.2,0.01,0.12
34,River Edge Borough,0,0.17,0.02,0,0.22,0.13,0.47,0.62,0.03
6,Stanton City,0.03,0.4,0.05,0.04,0.51,0.55,0.39,0.26,0.41
1,Hartselle City,0,0.28,0.02,0.01,0.51,0.33,0.65,0.24,0.01
51,Radford City,0.01,1,0,0.04,0.42,0.37,0.6,0.15,0.15
6,Brea City,0.04,0.33,0.05,0.01,0.2,0.15,0.55,0.56,0.15
9,South Windsor  Town,0.02,0.22,0.03,0,0.18,0.08,0.77,0.61,0.04
42,York Township,0.01,0.23,0.02,0.01,0.33,0.09,0.59,0.44,0.03
50,Rutland City,0.01,0.29,0,0.02,0.38,0.38,0.49,0.27,0.06
25,Norwood  Town,0.03,0.3,0.05,0.01,0.22,0.27,0.63,0.45,0.09
47,Athens City,0,0.35,0,0.02,0.71,0.62,0.49,0.17,0.28
6,Saratoga City,0.03,0.2,0.04,0,0.05,0.12,0.25,1,0.07
6,Arcadia City,0.06,0.28,0.08,0.02,0.17,0.18,0.28,0.7,0.16
18,Huntington City,0.01,0.36,0,0.01,0.44,0.3,0.81,0.21,0.41
48,San Benito City,0.02,0.38,0.03,0.07,0.96,0.98,0.26,0.04,0.22
29,Ballwin City,0.02,0.23,0.03,0,0.14,0.07,0.57,0.5,0.03
37,Raleigh City,0.32,0.55,0.33,0.21,0.21,0.21,0.64,0.4,0.35
48,Fort Worth City,0.7,0.36,0.71,0.69,0.49,0.48,0.49,0.27,0.63
41,Grants Pass City,0.01,0.23,0,0.03,0.41,0.62,0.64,0.22,0.09
6,Redondo Beach City,0.08,0.25,0.1,0.03,0.14,0.16,0.53,0.73,0.25
1,Huey Town,0.01,0.27,0.02,0.01,0.42,0.31,0.65,0.24,0.22
13,Atlanta City,0.62,0.41,0.62,0.93,0.52,0.61,0.4,0.35,1
6,Bell City,0.04,0.5,0.05,0.08,1,0.86,0,0.06,0.36
25,Boston City,0.91,0.55,0.91,0.93,0.41,0.54,0.37,0.36,0.81
6,Yuba City City,0.03,0.34,0.04,0.04,0.44,0.75,0.36,0.23,0.27
34,Mantua Township,0,0.26,0.01,0,0.38,0.15,0.43,0.42,0.07
49,West Jordan City,0.05,0.29,0.07,0.03,0.22,0.18,0.57,0.15,0.04
44,Central Falls City,0.01,0.35,0.03,0.03,0.95,0.66,0.41,0.13,0.61
51,Roanoke City,0.14,0.28,0.15,0.14,0.56,0.32,0.55,0.25,0.24
39,Youngs Town City,0.14,0.29,0.15,0.25,0.6,1,0.12,0.11,0.95
47,Chattanooga City,0.23,0.33,0.24,0.24,0.54,0.43,0.47,0.25,0.81
27,Hopkins City,0.01,0.38,0.03,0.01,0.2,0.07,0.82,0.41,0.12
12,Dania City,0,0.19,0.02,0.02,0.7,0.59,0.35,0.27,1
55,NewBerlin City,0.04,0.22,0.05,0,0.14,0.09,0.65,0.45,0.05
39,Warrensville Heights City,0.01,0.29,0.02,0.01,0.39,0.62,0.9,0.28,0.38
6,El Cajon City,0.13,0.39,0.14,0.1,0.36,0.45,0.36,0.29,0.37
42,Philadelphia City,1,0.35,1,1,0.63,0.65,0.35,0.24,0.53
12,Rockledge City,0.01,0.21,0.03,0.01,0.23,0.32,0.71,0.36,0.23
53,Bremerton City,0.05,0.59,0.06,0.06,0.3,0.47,0.2,0.21,0.26
34,Freehold Township,0.02,0.33,0.03,0,0.23,0.15,0.41,0.58,0.04
4,Prescott City,0.03,0.27,0,0.03,0.27,0.43,0.51,0.3,0.18
6,Huntington Park City,0.07,0.55,0.09,0.12,1,0.89,0.13,0.07,0.62
53,Yakima City,0.07,0.32,0.09,0.1,0.5,0.67,0.46,0.22,0.5
6,Cupertino City,0.05,0.21,0.06,0.01,0.06,0.11,0.49,0.83,0.14
39,Mason City,0,0.24,0.02,0,0.26,0.12,0.7,0.37,0.06
51,Portsmouth City,0.15,0.33,0.16,0.16,0.58,0.47,0.49,0.2,0.54
6,National City,0.07,0.64,0.09,0.09,0.73,0.53,0.12,0.12,0.61
13,Augusta City,0.06,0.33,0.07,0.13,0.76,0.65,0.32,0.18,0.35
47,Gallatin City,0.01,0.29,0,0.03,0.63,0.41,0.6,0.22,0.38
48,Dallas City,1,0.36,1,1,0.46,0.48,0.49,0.38,0.72
34,Bridgewater Township,0.04,0.27,0.05,0,0.17,0.1,0.66,0.72,0.04
39,Marion City,0.04,0.3,0,0.05,0.53,0.75,0.46,0.18,0.09
48,Pasadena City,0.18,0.36,0.19,0.15,0.52,0.47,0.26,0.25,0.51
6,Bell Gardens City,0.05,0.53,0.07,0.1,1,0.94,0,0.03,0.54
6,Colton City,0.05,0.4,0.06,0.06,0.51,0.65,0.27,0.2,0.45
41,Albany City,0.03,0.32,0,0.04,0.31,0.43,0.46,0.21,0.1
41,Hermiston City,0,0.29,0,0.02,0.48,0.68,0.51,0.16,0.07
23,Gorham  Town,0,0.53,0.01,0,0.22,0.34,0.79,0.3,0.01
6,Newport Beach City,0.09,0.27,0.11,0.03,0.05,0.13,0.19,1,0.16
51,Charlottesville District,0,0.3,0.02,0.01,0.17,0.15,0.72,0.45,0.29
39,Alliance City,0.02,0.44,0,0.04,0.49,0.8,0.36,0.16,0.42
40,Mc Alester City,0.01,0.22,0,0.03,0.61,0.6,0.5,0.18,0.18
12,Winter Park City,0.02,0.36,0.04,0.02,0.18,0.16,0.38,0.69,0.36
42,Lansdowne Borough,0,0.24,0.02,0,0.19,0.2,0.63,0.43,0.1
21,Fort Thomas City,0.01,0.23,0.03,0.01,0.23,0.14,0.63,0.39,0.03
39,Spring Field City,0.1,0.4,0.11,0.13,0.55,0.58,0.44,0.19,0.62
27,Cottage Grove City,0.02,0.25,0.04,0,0.1,0.23,0.79,0.32,0.08
48,George Town City,0.01,0.51,0,0.02,0.46,0.31,0.73,0.24,0.12
21,Somerset City,0,0.27,0,0.02,0.77,0.35,0.35,0.17,0.23
9,Bloomfield Town,0.02,0.22,0.03,0.01,0.31,0.26,0.91,0.6,0.18
6,Covina City,0.05,0.34,0.07,0.03,0.29,0.31,0.52,0.38,0.28
29,Blue Springs City,0.05,0.29,0.06,0.02,0.15,0.19,0.72,0.33,0.09
48,Pampa City,0.02,0.21,0,0.03,0.51,0.34,0.32,0.27,0.2
34,Ocean Township,0.02,0.26,0.04,0.01,0.22,0.26,0.47,0.58,0.09
33,Portsmouth City,0.03,0.34,0.04,0.01,0.17,0.3,0.7,0.36,0.16
41,Lake Oswego City,0.03,0.17,0.05,0.01,0.03,0.13,0.43,0.79,0.06
6,Pacific Grove City,0.01,0.18,0.03,0.01,0.16,0.18,0.72,0.49,0.23
6,Lawndale City,0.03,0.4,0.04,0.03,0.53,0.48,0.32,0.29,0.82
42,Carlisle Borough,0.01,0.64,0,0.01,0.42,0.17,0.8,0.3,0.15
42,Radnor Township,0.03,0.79,0.05,0.01,0.09,0.17,0.32,0.8,0.02
6,Compton City,0.13,0.45,0.14,0.22,0.87,1,0.13,0.09,0.9
13,Macon City,0.16,0.36,0.17,0.23,0.63,0.55,0.54,0.22,0.34
39,Norwalk City,0.01,0.31,0,0.01,0.45,0.5,0.63,0.24,0.01
6,Downey City,0.13,0.34,0.14,0.06,0.4,0.32,0.47,0.4,0.21
48,Groves City,0.01,0.22,0.03,0.01,0.32,0.28,0.28,0.29,0.06
12,Miami Shores Village,0,0.32,0.02,0.01,0.24,0.27,0.76,0.56,0.59
22,Gretna City,0.01,0.3,0.03,0.04,0.7,0.76,0.35,0.12,0.66
39,Norwood City,0.02,0.29,0.04,0.03,0.67,0.43,0.52,0.2,0.2
12,Royal Palm Beach Village,0.01,0.08,0.02,0,0.25,0.24,0.63,0.36,0.1
37,Lumberton City,0.01,0.3,0,0.05,0.68,0.57,0.61,0.19,0.4
42,Swissvale Borough,0,0.21,0.02,0.01,0.37,0.41,0.41,0.27,0.17
33,Durham Town,0,1,0.01,0.01,0.01,0.51,0.56,0.26,0.04
23,Portland City,0.09,0.38,0.1,0.08,0.27,0.42,0.47,0.33,0.28
48,Plano City,0.19,0.26,0.2,0.04,0.09,0.12,0.44,0.57,0.13
51,Alexandria City,0.16,0.3,0.18,0.07,0.21,0.17,0.73,0.7,0.27
25,Amesbury  Town,0.01,0.26,0,0.01,0.34,0.54,0.57,0.35,0.23
37,Shelby City,0.01,0.28,0,0.02,0.69,0.56,0.63,0.23,0.59
28,Tupelo City,0.03,0.29,0,0.03,0.41,0.25,0.67,0.31,0.12
6,Danville City,0.03,0.2,0.05,0.01,0.04,0.08,0.42,0.9,0.01
24,Greenbelt City,0.02,0.58,0.03,0.02,0.12,0.19,0.73,0.49,0.23
38,Dickinson City,0.01,0.32,0,0.02,0.43,0.28,0.61,0.17,0.02
44,Warwick City,0.12,0.24,0.14,0.04,0.37,0.32,0.63,0.38,0.17
39,Norton City,0,0.24,0.02,0,0.39,0.31,0.43,0.3,0.07
50,South Burlington City,0,0.33,0.02,0,0.13,0.09,0.7,0.51,0.05
48,Del Rio City,0.03,0.4,0,0.11,0.84,0.97,0,0.08,0.12
6,Dublin City,0.02,0.35,0.04,0.01,0.22,0.17,0.62,0.41,0.1
21,Owensboro City,0.07,0.32,0.08,0.09,0.49,0.51,0.55,0.22,0.11
55,Stevens Point City,0.02,1,0,0.04,0.33,0.36,0.58,0.17,0.1
25,Maynard Town,0,0.24,0.02,0,0.22,0.36,0.64,0.48,0.11
53,Kennewick City,0.05,0.31,0.07,0.05,0.29,0.44,0.37,0.26,0.16
39,Wickliffe City,0.01,0.25,0.02,0,0.4,0.24,0.35,0.31,0.05
37,Carrboro Town,0,1,0.02,0.03,0.17,0.28,0.54,0.25,0.24
6,Duarte City,0.02,0.28,0.03,0.01,0.46,0.4,0.41,0.31,0.33
19,Bettendorf City,0.03,0.22,0.04,0.01,0.15,0.2,0.62,0.43,0.19
48,SanMarcos City,0.03,1,0,0.08,0.56,0.68,0.52,0.1,0.19
41,Bend City,0.02,0.31,0,0.02,0.23,0.23,0.71,0.27,0.21
34,Delran Township,0.01,0.34,0.02,0,0.3,0.24,0.51,0.41,0.16
6,Grover City,0,0.31,0,0.01,0.39,0.34,0.43,0.26,0.19
9,Plainville Town,0.01,0.26,0.03,0.01,0.41,0.27,0.84,0.41,0.04
34,Waterford Township,0,0.25,0.01,0,0.34,0.16,0.48,0.32,0.05
48,Bryan City,0.07,0.53,0.09,0.11,0.45,0.35,0.67,0.22,0.34
12,New Smyrna Beach City,0.01,0.11,0.03,0.02,0.35,0.43,0.7,0.32,0.23
47,Cookeville City,0.02,0.9,0,0.03,0.53,0.41,0.62,0.23,0.1
6,Porterville City,0.03,0.31,0,0.07,0.69,0.89,0.35,0.15,0.24
1,Dothan City,0.07,0.29,0.08,0.08,0.51,0.28,0.67,0.27,0.52
34,Branchburg Township,0,0.23,0.01,0,0.15,0.2,0.6,0.74,0.03
21,Hopkinsville City,0.03,0.31,0,0.06,0.53,0.63,0.53,0.18,0.36
36,Oswego City,0.01,0.55,0,0.03,0.46,0.54,0.21,0.23,0
29,Sedalia City,0.02,0.26,0,0.03,0.54,0.61,0.68,0.18,0.24
47,Red Bank City,0,0.33,0.02,0.01,0.41,0.28,0.71,0.29,0.3
34,East Orange City,0.1,0.33,0.12,0.12,0.53,0.81,0.61,0.25,1
36,Schenectady City,0.09,0.38,0.1,0.09,0.43,0.45,0.54,0.25,0.43
49,Murray City,0.03,0.31,0.05,0.02,0.26,0.15,0.55,0.28,0.11
47,Mc Minnville City,0,0.28,0,0.02,0.81,0.45,0.65,0.16,0.41
6,Alhambra City,0.12,0.38,0.13,0.11,0.48,0.37,0.36,0.28,0.22
47,Jackson City,0.06,0.4,0.08,0.09,0.57,0.43,0.67,0.21,0.7
34,Phillipsburg  Town,0.01,0.29,0.02,0.01,0.59,0.4,0.54,0.24,0.1
5,Pine Bluff City,0.08,0.37,0.09,0.14,0.6,0.76,0.57,0.15,0.61
34,Parsippany-TroyHills  Township,0.06,0.3,0.08,0.01,0.23,0.14,0.46,0.58,0.06
37,Garner  Town,0.01,0.26,0.02,0.01,0.24,0.12,0.97,0.38,0.12
25,Cambridge City,0.14,0.62,0.15,0.08,0.25,0.3,0.59,0.51,0.41
44,Johnston  Town,0.03,0.26,0.04,0.02,0.58,0.29,0.52,0.31,0.04
1,Vestavia Hills City,0.02,0.21,0.03,0,0.06,0.09,0.4,0.72,0.01
34,Clark Township,0.01,0.24,0.02,0,0.32,0.21,0.46,0.53,0.04
34,Hackensack City,0.04,0.26,0.06,0.02,0.44,0.35,0.54,0.52,0.18
13,La Grange City,0.03,0.38,0,0.05,0.75,0.58,0.69,0.24,0.47
55,Greendale Village,0.01,0.28,0.02,0,0.16,0.08,0.73,0.48,0.03
12,Plantation City,0.09,0.26,0.11,0.02,0.19,0.2,0.51,0.57,0.21
41,Roseburg City,0.01,0.24,0,0.02,0.4,0.46,0.49,0.21,0.13
12,Palm Bay City,0.08,0.24,0.1,0.05,0.29,0.35,0.57,0.26,0.25
55,Onalaska City,0,0.29,0.02,0,0.22,0.12,0.97,0.29,0.02
41,Coos Bay City,0.01,0.23,0,0.02,0.39,0.66,0.49,0.21,0.08
42,Hazleton City,0.02,0.24,0,0.03,0.49,0.37,0.2,0.22,0.05
2,Juneau City,0.03,0.22,0,0.01,0.15,0.27,0.81,0.51,0.05
42,Warrington Township,0,0.3,0.02,0,0.15,0.2,0.54,0.43,0.02
34,Neptune Township,0.03,0.22,0.04,0.02,0.37,0.35,0.66,0.38,0.27
34,West Deptford Township,0.02,0.31,0.03,0.01,0.34,0.2,0.49,0.42,0.06
22,Jennings City,0,0.26,0,0.03,0.73,0.9,0.13,0.1,0.5
48,Corsicana City,0.02,0.36,0,0.04,0.63,0.53,0.59,0.2,0.28
53,Lacey City,0.01,0.33,0.03,0.01,0.18,0.38,0.59,0.28,0.12
41,Milwaukie City,0.01,0.23,0.03,0.01,0.24,0.26,0.6,0.3,0.1
29,Jefferson City,0.04,0.31,0,0.03,0.37,0.27,0.82,0.36,0.09
8,Colorado Springs Division,0.44,0.34,0.45,0.28,0.19,0.42,0.5,0.3,0.21
16,Rexburg City,0.01,1,0,0.05,0.18,0.57,0.3,0.05,0.02
12,Palatka City,0,0.3,0,0.03,0.72,0.82,0.46,0.1,1
6,Buena Park City,0.09,0.36,0.11,0.05,0.4,0.34,0.45,0.34,0.24
53,Olympia City,0.04,0.3,0.05,0.04,0.17,0.42,0.73,0.35,0.13
54,Weirton City,0.02,0.2,0.03,0.02,0.45,0.42,0.25,0.3,0.1
40,Tahlequah City,0,0.7,0,0.03,0.42,0.66,0.4,0.16,0.12
34,Edison Township,0.13,0.27,0.14,0.03,0.25,0.24,0.47,0.54,0.06
34,Maple Shade Township,0.01,0.28,0.03,0,0.45,0.28,0.58,0.39,0.12
25,Ipswich Town,0,0.18,0,0,0.21,0.39,0.55,0.52,0.06
44,North Smithfield Town,0,0.24,0.01,0,0.49,0.38,0.73,0.38,0.22
13,Statesboro City,0.01,1,0,0.04,0.53,0.48,0.77,0.14,0.15
42,Moon Township,0.02,0.36,0.03,0.01,0.15,0.22,0.3,0.45,0.03
28,Hattiesburg City,0.05,0.76,0.07,0.12,0.45,0.65,0.38,0.17,0.3
29,Marshall City,0,0.43,0,0.01,0.59,0.32,0.78,0.19,0.02
48,League City,0.03,0.24,0.05,0.01,0.16,0.14,0.48,0.44,0.05
25,Scituate Town,0.01,0.25,0.02,0.01,0.09,0.27,0.49,0.58,0.02
25,Concord Town,0.01,0.23,0.02,0,0.1,0.21,0.39,0.91,0.02
6,Rocklin City,0.01,0.23,0.03,0.01,0.16,0.24,0.5,0.43,0.07
12,Cocoa Beach City,0,0.13,0.02,0.01,0.14,0.19,0.49,0.63,0.26
42,Wilkinsburg Borough,0.02,0.23,0.03,0.03,0.32,0.58,0.45,0.27,1
6,Turlock City,0.05,0.34,0,0.05,0.53,0.58,0.37,0.23,0.35
12,Port Orange City,0.04,0.18,0.06,0.03,0.34,0.25,0.77,0.28,0.08
9,Newington Town,0.03,0.24,0.05,0,0.33,0.16,0.83,0.5,0.03
44,Tiverton Town,0.01,0.28,0.01,0.01,0.51,0.32,0.63,0.37,0.02
42,Shaler  Township,0.03,0.21,0.05,0.01,0.29,0.19,0.5,0.37,0.03
12,North Palm Beach Village,0,0.1,0.02,0,0.15,0.13,0.75,0.75,0.11
6,Atwater City,0.02,0.32,0,0.02,0.39,0.51,0.51,0.18,0.29
39,Steubenville City,0.02,0.32,0.03,0.05,0.54,0.8,0.05,0.21,0.79
6,San Clemente City,0.05,0.27,0.07,0.03,0.14,0.18,0.43,0.64,0.13
9,Greenwich Town,0.08,0.22,0.08,0.02,0.17,0.19,0.05,1,0.02
42,Warwick Township,0,0.22,0.01,0,0.38,0.09,0.67,0.34,0.01
48,Mesquite City,0.15,0.29,0.16,0.07,0.31,0.27,0.73,0.31,0.23
6,San Pablo City,0.02,0.32,0.04,0.04,0.6,0.69,0.34,0.18,1
6,Newark City,0.04,0.32,0.06,0.02,0.36,0.31,0.54,0.4,0.33
18,Hammond City,0.12,0.28,0.13,0.1,0.53,0.59,0.27,0.22,0.58
12,Pinellas Park City,0.05,0.21,0.07,0.04,0.45,0.22,0.78,0.26,0.18
6,Salinas City,0.16,0.39,0.17,0.15,0.66,0.74,0.49,0.21,0.5
37,Lenoir City,0.01,0.28,0,0.02,0.74,0.29,0.75,0.23,0.4
35,Farmington City,0.04,0.24,0,0.05,0.34,0.46,0.38,0.24,0.34
39,Grove City,0.02,0.31,0.03,0.01,0.31,0.15,0.71,0.31,0.05
6,Los Altos City,0.03,0.12,0.04,0,0.04,0.12,0.49,1,0.04
6,Davis City,0.06,1,0.07,0.1,0.05,0.32,0.57,0.35,0.06
9,Coventry Town,0,0.26,0,0,0.21,0.23,0.72,0.43,0.04
42,Oil City,0,0.23,0,0.02,0.39,0.51,0.29,0.19,0.05
39,Perrysburg City,0,0.22,0.02,0,0.14,0.21,0.47,0.55,0.01
48,Harlingen City,0.06,0.36,0.08,0.13,0.72,0.65,0.41,0.14,0.31
24,Cambridge City,0,0.28,0,0.02,0.69,0.48,0.69,0.2,0.62
4,Flagstaff City,0.06,0.89,0,0.06,0.2,0.45,0.66,0.22,0.2
37,Wilson City,0.04,0.35,0,0.08,0.65,0.54,0.64,0.23,0.6
39,Lima City,0.06,0.34,0.07,0.08,0.53,0.9,0.51,0.15,0.97
48,Alice City,0.02,0.32,0,0.05,0.74,0.67,0.16,0.11,0.28
42,Bethlehem City,0.01,0.19,0.03,0.01,0.43,0.21,0.67,0.35,0.13
4,Douglas City,0,0.35,0,0.05,0.93,1,0.09,0.05,0.07
37,Asheboro City,0.01,0.31,0,0.02,0.6,0.2,0.83,0.25,0.26
18,Hobart City,0.02,0.25,0.03,0.01,0.36,0.28,0.48,0.32,0.07
48,EaglePass City,0.02,0.38,0,0.09,1,1,0.09,0.02,0.29
5,Van Buren City,0.01,0.31,0.02,0.02,0.62,0.47,0.63,0.15,0.04
45,Rock Hill City,0.05,0.57,0.07,0.06,0.65,0.44,0.72,0.22,0.85
12,Sarasota City,0.07,0.25,0.08,0.06,0.4,0.26,0.68,0.38,0.76
48,Irving City,0.23,0.41,0.25,0.15,0.32,0.31,0.69,0.39,0.17
12,Gainesville City,0.12,0.92,0.13,0.18,0.24,0.41,0.52,0.22,0.65
12,Lauderdale Lakes City,0.03,0.2,0.04,0.03,0.56,0.48,0.76,0.21,0.54
6,Tulare City,0.04,0.32,0,0.06,0.69,0.61,0.28,0.16,0.36
48,Keller City,0.01,0.2,0.02,0,0.15,0.12,0.44,0.52,0.13
48,Flower Mound  Town,0.01,0.18,0.02,0,0.08,0.17,0.41,0.48,0.18
13,Marietta City,0.05,0.48,0.07,0.05,0.31,0.31,0.56,0.37,0.35
48,Benbrook City,0.02,0.24,0.03,0.01,0.12,0.18,0.5,0.51,0.06
1,Eufaula City,0.01,0.3,0,0.02,0.66,0.48,0.7,0.2,0.28
37,Chapel Hill  Town,0.05,1,0.06,0.04,0.09,0.24,0.55,0.38,0.28
39,Miamisburg City,0.01,0.27,0.03,0.01,0.39,0.22,0.47,0.29,0.08
21,Murray City,0.01,1,0,0.02,0.42,0.44,0.68,0.16,0.14
6,Paradise Town,0.02,0.1,0,0.02,0.38,0.48,0.36,0.26,0.1
45,Simpsonville Town,0,0.26,0.02,0,0.36,0.18,0.75,0.29,0.06
6,Pleasanton City,0.07,0.29,0.08,0.01,0.09,0.14,0.58,0.68,0.06
40,Muskogee City,0.04,0.26,0,0.07,0.54,0.38,0.42,0.18,0.48
18,Clarksville Town,0.02,0.32,0.03,0.02,0.43,0.35,0.66,0.24,0.09
6,Whittier City,0.11,0.35,0.12,0.05,0.34,0.27,0.39,0.44,0.19
6,West Covina City,0.14,0.37,0.15,0.07,0.32,0.28,0.44,0.37,0.26
42,White Hall Borough,0.01,0.2,0.02,0.01,0.21,0.22,0.4,0.44,0.02
18,Munster Town,0.02,0.21,0.03,0,0.19,0.12,0.47,0.56,0.08
6,Roseville City,0.06,0.22,0.07,0.03,0.2,0.29,0.57,0.42,0.22
25,Brookline Town,0.07,0.33,0.09,0.04,0.09,0.27,0.59,0.82,0.2
42,Towamencin Township,0.01,0.24,0.02,0,0.19,0.1,0.55,0.49,0.03
13,Snellville City,0,0.29,0.02,0,0.19,0.14,0.57,0.42,0.03
46,Brookings City,0.01,1,0,0.03,0.25,0.2,0.67,0.16,0.02
5,Conway City,0.03,0.85,0,0.03,0.4,0.44,0.67,0.18,0.11
1,Madison City,0.01,0.21,0.02,0,0.1,0.12,0.36,0.5,0.08
47,Millington City,0.01,1,0,0.01,0.21,0.15,0.34,0.14,0.24
9,Norwich Town,0.04,0.3,0.06,0.04,0.49,0.45,0.5,0.33,0.22
48,Sulphur Springs City,0.01,0.29,0,0.02,0.64,0.51,0.74,0.18,0.5
24,Hagers Town City,0.04,0.31,0.06,0.05,0.61,0.23,0.43,0.22,0.26
55,Mount Pleasant Town,0.02,0.22,0.03,0.01,0.34,0.21,0.61,0.42,0.09
18,Crown Point City,0.01,0.24,0.03,0,0.28,0.31,0.57,0.36,0.02
36,Saratoga Springs City,0.02,0.59,0,0.02,0.27,0.32,0.43,0.37,0.55
44,Narragansett Town,0.01,0.66,0,0.02,0.2,0.31,0.73,0.41,0.18
6,Mission Viejo City,0.1,0.26,0.12,0.01,0.08,0.12,0.45,0.65,0.09
33,Derry  Town,0.03,0.26,0,0.01,0.22,0.32,0.69,0.41,0.09
6,Hayward City,0.16,0.33,0.18,0.1,0.4,0.37,0.48,0.34,0.46
34,Highland Park Borough,0.01,0.25,0.02,0.01,0.25,0.3,0.73,0.54,0.04
55,De Pere City,0.01,0.54,0.03,0.01,0.23,0.16,0.71,0.33,0.07
29,Kansas City,0.68,0.29,0.69,0.6,0.36,0.46,0.67,0.3,1
34,Holmdel Township,0,0.29,0.01,0,0.19,0.11,0.12,0.94,0.04
21,Independence City,0,0.32,0.02,0,0.39,0.19,0.69,0.25,0.04
42,Cumru Township,0.01,0.2,0.02,0,0.37,0.08,0.71,0.48,0.13
36,Long Beach City,0.04,0.2,0.05,0.02,0.28,0.33,0.34,0.54,0.16
49,Logan City,0.04,0.86,0.05,0.06,0.14,0.43,0.51,0.14,0.04
8,Louisville City,0,0.07,0,0,0.1,0.15,0.56,0.45,0.12
9,West Hartford  Town,0.08,0.23,0.1,0.02,0.2,0.21,0.6,0.75,0.09
1,Tuskegee City,0,0.95,0,0.03,0.48,1,0.86,0.08,0.53
16,Pocatello City,0.06,0.39,0.07,0.06,0.28,0.37,0.6,0.21,0.14
4,Scottsdale City,0.19,0.23,0.2,0.07,0.13,0.24,0.45,0.63,0.1
12,Stuart City,0,0.15,0.02,0.01,0.38,0.28,0.78,0.38,0.45
34,Bernards Township,0.01,0.15,0.02,0,0.09,0.12,0.29,0.98,0.03
25,Northbridge Town,0.01,0.28,0.02,0.01,0.46,0.49,0.64,0.31,0.28
34,Bloomfield Township,0.06,0.26,0.07,0.02,0.37,0.33,0.49,0.47,0.15
48,Sweetwater City,0,0.27,0,0.02,0.73,0.56,0.45,0.14,0.39
18,Crawfordsville City,0.01,0.43,0,0.02,0.4,0.35,0.71,0.21,0.03
6,San Rafael City,0.06,0.27,0.08,0.03,0.17,0.27,0.56,0.66,0.23
40,Elk City,0,0.24,0,0.02,0.58,0.54,0.57,0.18,0.1
54,Fairmont City,0.02,0.43,0,0.04,0.44,0.95,0.35,0.19,0.22
6,Pacifica City,0.04,0.25,0.06,0.01,0.21,0.16,0.7,0.46,0.26
44,Smithfield Town,0.01,0.62,0.03,0.01,0.32,0.27,0.58,0.35,0.03
6,Barstow City,0.02,0.38,0,0.03,0.42,0.61,0.31,0.23,0.43
6,Los Gatos Town,0.03,0.2,0.04,0.01,0.08,0.12,0.42,0.98,0.11
34,South Plainfield Borough,0.02,0.26,0.03,0,0.32,0.25,0.56,0.44,0.1
55,Middleton City,0.01,0.29,0.02,0.01,0.1,0.06,0.88,0.42,0.03
25,North Andover Town,0.02,0.42,0.03,0,0.15,0.24,0.47,0.61,0.07
48,Farmers Branch City,0.02,0.27,0.04,0.01,0.34,0.32,0.74,0.41,0.16
25,Bedford Town,0,0.27,0.02,0,0.09,0.11,0.67,0.67,0.06
16,Twin Falls City,0.03,0.28,0,0.03,0.4,0.24,0.63,0.21,0.18
39,Hilliard City,0,0.24,0.02,0,0.31,0.21,0.51,0.37,0.06
36,Olean City,0.01,0.27,0,0.02,0.37,0.53,0.5,0.21,0.2
48,Alvin City,0.01,0.39,0,0.02,0.45,0.25,0.38,0.25,0.14
1,Homewood City,0.02,0.48,0.04,0.01,0.14,0.14,0.67,0.43,0.15
34,Morris Township,0.02,0.26,0.03,0,0.13,0.11,0.33,1,0.04
34,Pemberton Township,0.03,0.32,0,0.02,0.4,0.33,0.6,0.25,0.16
39,Cincinnati City,0.57,0.39,0.58,0.78,0.53,0.51,0.4,0.25,0.64
6,Walnut City,0.03,0.31,0.05,0.01,0.19,0.23,0.62,0.47,0.2
37,Greenville City,0.06,0.99,0.07,0.1,0.35,0.41,0.65,0.24,0.65
48,Copperas Cove City,0.02,0.49,0.04,0.03,0.19,0.51,0.42,0.15,0.17
6,Coronado City,0.03,1,0.04,0.01,0.07,0.03,0.57,0.58,0.14
25,Uxbridge Town,0,0.26,0.01,0,0.4,0.41,0.66,0.39,0.27
18,Connersville City,0.01,0.31,0,0.02,0.68,0.74,0.66,0.19,0.12
45,Orangeburg City,0.01,0.94,0,0.02,0.5,0.63,0.62,0.16,0.74
12,South Miami City,0,0.27,0.02,0.01,0.35,0.32,0.49,0.41,0.73
34,Harrison Town,0.01,0.3,0.02,0.01,0.76,0.48,0.37,0.29,0.24
1,Prichard City,0.04,0.36,0.05,0.13,0.82,1,0.33,0.02,1
39,Goshen Township,0,0.31,0.01,0.01,0.65,0.34,0.52,0.21,0.03
6,West Hollywood City,0.04,0.11,0.06,0.04,0.24,0.45,0.4,0.66,1
